stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1,1,TIDWELL RD @ WHEATLEY ST,,29.846869,-95.428169,,,,,0
2,2,TIDWELL RD @ TUSKEGEE ST,,29.846893,-95.426135,,,,,0
4,4,KNOX ST @ MANSFIELD ST,,29.85125,-95.422985,,,,,0
5,5,KNOX ST @ RACHEL ST,,29.853955,-95.423032,,,,,0
9,9,MONTGOMERY RD @ SHEPHERD DR,,29.85001,-95.41256,,,,,0
10,10,DE PRIEST DR @ ROSIE ST,,29.858675,-95.418035,,,,,0
17,17,LAWN DR @ FORTUNE,,29.873446,-95.417372,,,,,0
18,18,LAWN DR @ RINGOLD ST,,29.875108,-95.417377,,,,,0
19,19,RINGOLD ST @ DE PRIEST DR,,29.874393,-95.421094,,,,,0
21,21,DE PRIEST DR @ MARCOLIN ST,,29.879952,-95.420694,,,,,0
22,22,DE PRIEST DR @ DEWALT ST,,29.882286,-95.42073,,,,,0
23,23,DEWALT ST @ PARKWAY DR,,29.882394,-95.423728,,,,,0
24,24,DEWALT ST @ PARKWAY DR,,29.882382,-95.426172,,,,,0
25,25,DEWALT ST @ PRAIRIE VIEW DR,,29.88209,-95.428147,,,,,0
27,27,DEWALT ST @ IRBY,,29.881941,-95.433606,,,,,0
28,28,DEWALT ST @ TOWER ST,,29.881823,-95.437845,,,,,0
30,30,DEWALT ST @ BECKLEY ST,,29.882604,-95.442507,,,,,0
31,31,DEWALT ST @ BECKLEY ST,,29.882532,-95.4451,,,,,0
33,33,MONTGOMERY RD @ MC CRAREY DR,,29.887479,-95.453293,,,,,0
61,61,MAIN ST @ DRYDEN RD,,29.710574,-95.40177,,,,,0
64,64,MAXEY ROAD PR,MAXEY PR,29.784356,-95.217505,,,,,0
66,66,WESTWOOD PR,SOUTHWEST FREEWAY,29.672177,-95.54828,,,,,0
67,67,GREENSPOINT TC,GREENSPOINT DR,29.948593,-95.410372,,,,,0
68,68,ACRES HOMES TC,MONTGOMERY RD,29.864924,-95.431,,,,,0
69,69,FIFTH WARD/DENVER HARBOR TC,LOCKWOOD DR,29.77535,-95.315375,,,,,0
70,70,HEIGHTS TC,MAIN ST,29.805554,-95.388335,,,,,0
71,71,HILLCROFT TC,SOUTHWEST FREEWAY,29.722577,-95.495879,,,,,0
72,72,SOUTHEAST TC,SCOTTCREST DR,29.701387,-95.357172,,,,,0
73,73,HIRAM CLARKE TC,HIRAMCLARKETC,29.613892,-95.43185,,,,,0
74,74,BELLAIRE TC,BELLAIRE BLVD,29.705711,-95.468828,,,,,0
75,75,EASTWOOD TC,,29.728231,-95.335165,,,,,0
76,76,KASHMERE TC,KELLEY ST,29.814114,-95.327869,,,,,0
77,77,MAGNOLIA TC,,29.735182,-95.303051,,,,,0
78,78,MESA TC,MESA DR,29.849775,-95.264267,,,,,0
79,79,NORTHWEST TC,OLD KATY RD,29.783119,-95.455608,,,,,0
80,80,JENSEN & TIDWELL,,29.85163,-95.337046,,,,,0
81,81,FUQUA PR,SABO RD,29.609886,-95.21693,,,,,0
82,82,MONROE PR,MOROE PR,29.66395,-95.254618,,,,,0
83,83,NORTH SHEPHERD PR,SHEPHERD DR,29.876033,-95.41408,,,,,0
84,84,SPRING PR,CARLSWAY RD,30.022103,-95.417595,,,,,0
85,85,GESSNER PR,WESTPARK DR,29.720336,-95.537158,,,,,0
86,86,KINGSLAND PR,KINGSLAND BLVD,29.774021,-95.744426,,,,,0
87,87,EL FRANCO LEE CLINIC,EL FRANCO LEE DR & GLENWOLDE DR,29.6797,-95.573001,,,,,0
88,88,ADDICKS PR,PARK ROW RD,29.787456,-95.638333,,,,,0
89,89,BAY AREA PR,BAY AREA BLVD,29.552869,-95.124196,,,,,0
90,90,EASTEX PR,OLD HUMBLE RD,29.927799,-95.298148,,,,,0
91,91,KINGWOOD PR,LAKE HOUSTON PKWY,30.054341,-95.183067,,,,,0
92,92,KUYKENDAHL PR,KUYKENDAHL RD,29.973646,-95.425368,,,,,0
93,93,WEST LITTLE YORK PR,HEMPSTEAD RD,29.869782,-95.553165,,,,,0
94,94,MISSION BEND PR,,29.711374,-95.62941,,,,,0
95,95,NORTHWEST STATION PR,NORTHWEST FREEWAY,29.902195,-95.594044,,,,,0
97,97,MISSOURI CITY PR,FONDREN RD,29.621839,-95.50714,,,,,0
98,98,SETON LAKE PR,SETON LAKE DR,29.927812,-95.499306,,,,,0
99,99,WEST BELLFORT PR,ROARK RD,29.655206,-95.559837,,,,,0
100,100,WEST LOOP PR,WEST LOOP P&R,29.679521,-95.45719,,,,,0
101,101,MEMORIAL DR @ GREENBAY,,29.76248,-95.5064,,,,,0
102,102,RANCHESTER DR @ TOWN PARK DR,,29.714642,-95.547516,,,,,0
103,103,RANCHESTER DR @ HARWIN DR,,29.714578,-95.547662,,,,,0
104,104,GESSNER RD @ HENDON LN,,29.69421,-95.53705,,,,,0
105,105,PLAZAMERICAS,BELLAIRE BLVD & SOUTHWEST FREEWAY,29.705262,-95.515699,,,,,0
106,106,HILLCROFT AVE @ SOUTHWEST FREEWAY,,29.717348,-95.50008,,,,,0
107,107,RICE AVE @ WESTPARK DR,,29.725924,-95.468467,,,,,0
108,108,SILBER RD @ SHAVELSON ST,,29.786882,-95.467929,,,,,0
109,109,SILBER RD @ HARTLAND ST,,29.788573,-95.467995,,,,,0
110,110,SILBER RD @ HARTLAND ST,,29.79119,-95.468033,,,,,0
111,111,SILBER RD @ ROLLA ST,,29.792729,-95.468048,,,,,0
112,112,SILBER RD @ ROLLA ST,,29.792878,-95.468191,,,,,0
113,113,SILBER RD @ ROLLA ST,,29.791062,-95.468186,,,,,0
114,114,SILBER RD @ HARTLAND ST,,29.78881,-95.468151,,,,,0
115,115,SILBER RD @ SHAVELSON ST,,29.787098,-95.468137,,,,,0
118,118,WESTVIEW DR @ CEDAR POST LN,,29.793008,-95.523529,,,,,0
119,119,CAMPBELL RD @ PECOS ST,,29.79755,-95.51386,,,,,0
120,120,FOURNACE PL @ ANDERSON ST,,29.716659,-95.463875,,,,,0
121,121,BRAESWOOD BLVD @ GESSNER RD,,29.671438,-95.529686,,,,,0
122,122,GRAY ST @ WAUGH DR,,29.753152,-95.398297,,,,,0
125,125,PIERCE ST @ CRAWFORD ST,,29.7464,-95.365868,,,,,0
126,126,AVENIDA DE LAS AMERICAS @ DALLAS ST,,29.751727,-95.35952,,,,,0
127,127,WESTHEIMER RD @ LOOP,,29.741033,-95.456859,,,,,0
128,128,WESTHEIMER RD @ EASTGROVE LN,,29.741559,-95.438683,,,,,0
129,129,WESTHEIMER RD @ BUFFALO SPEEDWAY,,29.741986,-95.430235,,,,,0
130,130,ALABAMA ST @ BUFFALO SPEEDWAY,,29.73842,-95.4288,,,,,0
131,131,YORKTOWN ST @ INWOOD DR,,29.74685,-95.47076,,,,,0
132,132,ST JAMES PL @ SAN FELIPE RD,,29.74944,-95.47288,,,,,0
133,133,POST OAK LN @ WESTBRIAR LN,,29.751485,-95.462914,,,,,0
134,134,POST OAK RD @ MEMORIAL DR,,29.773933,-95.456452,,,,,0
136,136,POST OAK RD @ OAKFORD DR,,29.77782,-95.456505,,,,,0
137,137,POST OAK RD @ OAKFORD DR,,29.780041,-95.456548,,,,,0
138,138,WESTHEIMER RD @ CRESCENT PARK DR,,29.736388,-95.585711,,,,,0
141,141,MEMORIAL DR @ WILCREST DR,,29.77279,-95.58013,,,,,0
142,142,CAVALCADE ST @ RUSSELL ST,,29.80006,-95.33273,,,,,0
143,143,TIDWELL RD @ SHOREHAM ST,,29.848043,-95.344673,,,,,0
144,144,WAYSIDE DR @ MILLARD ST,,29.803515,-95.2845,,,,,0
145,145,WAYSIDE DR @ LOOP,,29.804014,-95.284721,,,,,0
146,146,EASTEX FREEWAY   @ BAY ST,,29.800033,-95.339234,,,,,0
147,147,LOOP   @ GELLHORN DR,,29.785182,-95.264596,,,,,0
148,148,LOOP   @ GELLHORN DR,,29.788776,-95.266098,,,,,0
149,149,LOOP   @ GELLHORN DR,,29.790611,-95.26682,,,,,0
150,150,LOOP   @ BANNER DR,,29.796655,-95.270287,,,,,0
151,151,LOOP   @ CITYPARK LOOP,,29.798525,-95.273239,,,,,0
152,152,SAN JACINTO ST @ CLEBURNE ST,,29.734828,-95.379822,,,,,0
154,154,20TH ST @ DURHAM DR,,29.80378,-95.41471,,,,,0
157,157,RICHMOND AVE @ CASETA DR,,29.7303,-95.650296,,,,,0
159,159,WESTLAKE PARK BLVD @ GRACIE ST,,29.780582,-95.630134,,,,,0
160,160,WESTHEIMER RD @ OLD FARM RD,,29.737357,-95.510327,,,,,0
161,161,WESTHEIMER RD @ OLD FARM RD,,29.737639,-95.512175,,,,,0
162,162,DIVIDEND DR @ CURRENCY ST,,29.780375,-95.260338,,,,,0
163,163,CURRENCY ST @ LOOP,,29.779679,-95.262291,,,,,0
164,164,GELLHORN DR @ LOOP,,29.784348,-95.265747,,,,,0
165,165,GELLHORN DR @ LOOP,,29.782223,-95.270172,,,,,0
166,166,GELLHORN DR @ LOOP,,29.779869,-95.271576,,,,,0
167,167,GELLHORN DR @ EAST FREEWAY,,29.777456,-95.272102,,,,,0
168,168,GELLHORN DR @ EAST FREEWAY,,29.7747,-95.27291,,,,,0
169,169,GELLHORN DR @ MARKET ST,,29.77102,-95.27306,,,,,0
170,170,PLEASANTVILLE DR @ MARKET ST,,29.770781,-95.27761,,,,,0
171,171,PLEASANTVILLE DR @ MARKET ST,,29.76942,-95.2769,,,,,0
172,172,PLEASANTVILLE DR @ TILGHAM ST,,29.76623,-95.27605,,,,,0
173,173,TILGHAM ST @ GELLHORN DR,,29.76584,-95.27291,,,,,0
174,174,TILGHAM ST @ LEDWICKE,,29.765512,-95.270416,,,,,0
175,175,LEDWICKE   @ PATTIBOB,,29.7634,-95.270134,,,,,0
176,176,LEDWICKE   @ FLOSSIE MAE,,29.76193,-95.2701,,,,,0
177,177,LEDWICKE   @ GUINEVERE ST,,29.76043,-95.27004,,,,,0
178,178,GELLHORN DR @ GUINEVERE ST,,29.759867,-95.272849,,,,,0
179,179,GELLHORN DR @ BUCROFT,,29.75746,-95.27277,,,,,0
180,180,BUCROFT   @ SILVERDALE,,29.75734,-95.27472,,,,,0
181,181,PLEASANTVILLE DR @ GUINEVERE ST,,29.75951,-95.27582,,,,,0
182,182,GUINEVERE ST @ DEMAREE LN,,29.75961,-95.27747,,,,,0
183,183,MUNN ST @ DEMAREE LN,,29.76124,-95.27809,,,,,0
185,185,MARKET ST @ MC CARTY ST,,29.77224,-95.28368,,,,,0
186,186,GELLHORN DR @ MARKET ST,,29.77126,-95.27282,,,,,0
187,187,GELLHORN DR @ MARKET ST,,29.7743,-95.27276,,,,,0
188,188,GELLHORN DR @ EAST FREEWAY,,29.77639,-95.27207,,,,,0
189,189,GELLHORN DR @ EAST FREEWAY,,29.779534,-95.271416,,,,,0
190,190,GELLHORN DR @ EAST FREEWAY,,29.781923,-95.270149,,,,,0
191,191,GELLHORN DR @ LOOP,,29.784198,-95.26551,,,,,0
192,192,GELLHORN DR @ WOODFOREST BLVD,,29.785435,-95.261619,,,,,0
193,193,WOODFOREST BLVD @ DIVIDEND DR,,29.78462,-95.260406,,,,,0
194,194,WALLISVILLE RD @ MANITOU DR,,29.79183,-95.26458,,,,,0
195,195,WALLISVILLE RD @ MESA DR,,29.79241,-95.25922,,,,,0
196,196,WALLISVILLE RD @ TRAILMOBILE DR,,29.79336,-95.25443,,,,,0
197,197,WALLISVILLE RD @ OATES RD,,29.794812,-95.24641,,,,,0
198,198,OATES RD @ WALLISVILLE RD,,29.79865,-95.24107,,,,,0
199,199,OATES RD @ DEBRA RD,,29.80505,-95.24041,,,,,0
200,200,OATES RD @ PANDORA ST,,29.80788,-95.24046,,,,,0
201,201,OATES RD @ PENELOPE ST,,29.8101,-95.24046,,,,,0
202,202,OATES RD @ OAK BROOK DR,,29.81221,-95.24048,,,,,0
203,203,OATES RD @ OAK BROOK DR,,29.81239,-95.24062,,,,,0
204,204,OATES RD @ PENELOPE ST,,29.81039,-95.24063,,,,,0
205,205,OATES RD @ PANDORA ST,,29.80827,-95.24059,,,,,0
206,206,OATES RD @ DEBRA RD,,29.80518,-95.24058,,,,,0
207,207,OATES RD @ NEEDHAM ST,,29.80163,-95.24055,,,,,0
208,208,OATES RD @ NEEDHAM ST,,29.79887,-95.2411,,,,,0
210,210,WALLISVILLE RD @ TRAILMOBILE DR,,29.79364,-95.25411,,,,,0
211,211,WALLISVILLE RD @ MESA DR,,29.79279,-95.25844,,,,,0
212,212,WALLISVILLE RD @ MANITOU DR,,29.79205,-95.26421,,,,,0
213,213,BRETON RIDGE DR @ FM 1960 RD,,29.966149,-95.539948,,,,,0
215,215,FANNIN ST @ PRESTON ST,,29.761153,-95.36042,,,,,0
216,216,FANNIN ST @ PRAIRIE ST,,29.760364,-95.361046,,,,,0
217,217,FANNIN ST @ BELL ST,,29.752836,-95.367012,,,,,0
218,218,FANNIN ST @ LEELAND ST,,29.752095,-95.367615,,,,,0
219,219,FANNIN ST @ JEFFERSON ST,,29.750614,-95.36875,,,,,0
220,220,FANNIN ST @ ST JOSEPH PKWY,,29.749877,-95.369338,,,,,0
221,221,SAN JACINTO ST @ JEFFERSON ST,,29.749774,-95.367935,,,,,0
222,222,SAN JACINTO ST @ PRAIRIE ST,,29.759543,-95.360214,,,,,0
223,223,SAN JACINTO ST @ PRESTON ST,,29.760286,-95.359624,,,,,0
226,226,SAN JACINTO ST @ WOOD ST,,29.766476,-95.356415,,,,,0
238,238,CAPITOL ST @ BAGBY ST,,29.762335,-95.368907,,,,,0
242,242,FANNIN ST @ TEXAS AVE,,29.75961,-95.361651,,,,,0
243,243,FANNIN ST @ CAPITOL ST,,29.75892,-95.36219,,,,,0
244,244,FANNIN ST @ RUSK ST,,29.758066,-95.362871,,,,,0
245,245,FANNIN ST @ WALKER ST,,29.757323,-95.363457,,,,,0
246,246,FANNIN ST @ MC KINNEY ST,,29.756585,-95.364047,,,,,0
247,247,FANNIN ST @ LAMAR ST,,29.755861,-95.364627,,,,,0
248,248,FANNIN ST @ DALLAS ST,,29.755082,-95.365242,,,,,0
249,249,FANNIN ST @ POLK ST,,29.754347,-95.365829,,,,,0
250,250,FANNIN ST @ CLAY ST,,29.753684,-95.366349,,,,,0
251,251,FANNIN ST @ PEASE ST,,29.751384,-95.368172,,,,,0
252,252,FANNIN ST @ PIERCE ST,,29.749124,-95.369964,,,,,0
253,253,SAN JACINTO ST @ ST JOSEPH PKWY,,29.749039,-95.36853,,,,,0
254,254,SAN JACINTO ST @ BELL ST,,29.752015,-95.366173,,,,,0
255,255,SAN JACINTO ST @ CLAY ST,,29.752767,-95.365578,,,,,0
256,256,SAN JACINTO ST @ POLK ST,,29.753534,-95.364967,,,,,0
257,257,SAN JACINTO ST @ DALLAS ST,SAN JACINTO ST AND DALLAS & DALLAS ST,29.754278,-95.36438,,,,,0
258,258,SAN JACINTO ST @ LAMAR ST,,29.755013,-95.363802,,,,,0
259,259,SAN JACINTO ST @ MC KINNEY ST,,29.755746,-95.36322,,,,,0
260,260,SAN JACINTO ST @ WALKER ST,,29.756466,-95.362605,,,,,0
262,262,SAN JACINTO ST @ RUSK ST,,29.757238,-95.362032,,,,,0
263,263,SAN JACINTO ST @ CAPITOL ST,,29.757997,-95.361419,,,,,0
264,264,SAN JACINTO ST @ CONGRESS ST,,29.760944,-95.359093,,,,,0
265,265,SAN JACINTO ST @ COMMERCE ST,,29.762506,-95.357857,,,,,0
277,277,FRANKLIN ST @ FANNIN ST,,29.762543,-95.35955,,,,,0
279,279,PRESTON ST @ SMITH ST,,29.763596,-95.36499,,,,,0
292,292,WALKER ST @ CAROLINE ST,,29.756136,-95.361587,,,,,0
293,293,WALKER ST @ SAN JACINTO ST,,29.756639,-95.362416,,,,,0
294,294,WALKER ST @ FANNIN ST,,29.757155,-95.363266,,,,,0
295,295,WALKER ST @ MAIN ST,,29.757689,-95.364159,,,,,0
296,296,WALKER ST @ TRAVIS ST,,29.758216,-95.365036,,,,,0
297,297,WALKER ST @ MILAM ST,,29.758735,-95.365906,,,,,0
298,298,WALKER ST @ MILAM ST,,29.758982,-95.36631,,,,,0
299,299,WALKER ST @ SMITH ST,,29.759783,-95.367622,,,,,0
300,300,SAN JACINTO ST @ LEELAND ST,,29.751282,-95.366753,,,,,0
301,301,ELGIN ST @ LOUISIANA ST,,29.743147,-95.379414,,,,,0
302,302,LOUISIANA ST @ WEBSTER ST,,29.749403,-95.374632,,,,,0
303,303,PIERCE ST @ CHENEVERT ST,,29.745327,-95.364151,,,,,0
304,304,ST JOSEPH PKWY @ CHENEVERT ST,,29.746074,-95.363182,,,,,0
305,305,ST JOSEPH PKWY @ CRAWFORD ST,,29.747117,-95.364922,,,,,0
306,306,ST JOSEPH PKWY @ CAROLINE ST,,29.748661,-95.367485,,,,,0
307,307,ST JOSEPH PKWY @ SAN JACINTO ST,,29.749179,-95.368339,,,,,0
308,308,ST JOSEPH PKWY @ FANNIN ST,,29.749692,-95.369194,,,,,0
309,309,ST JOSEPH PKWY @ MAIN ST,,29.750167,-95.370011,,,,,0
310,310,ST JOSEPH PKWY @ TRAVIS ST,,29.750755,-95.370956,,,,,0
317,317,DALLAS ST @ SMITH ST,,29.757546,-95.369738,,,,,0
318,318,LAMAR ST @ BRAZOS ST,,29.758786,-95.369646,,,,,0
321,321,GRAY ST @ BRAZOS ST,,29.751324,-95.375541,,,,,0
326,326,ST JOSEPH PKWY @ LA BRANCH ST,,29.747624,-95.365776,,,,,0
327,327,ST JOSEPH PKWY @ AUSTIN ST,,29.74814,-95.366623,,,,,0
328,328,ST JOSEPH PKWY @ LOUISIANA ST,,29.751742,-95.372607,,,,,0
329,329,JEFFERSON ST @ SMITH ST,,29.753049,-95.373239,,,,,0
334,334,DALLAS ST @ BRAZOS ST,,29.75808,-95.3706,,,,,0
335,335,DALLAS ST @ LOUISIANA ST,,29.75707,-95.368942,,,,,0
338,338,DALLAS ST @ MAIN ST,,29.755485,-95.366298,,,,,0
339,339,LAMAR ST @ CAROLINE ST,,29.75463,-95.362755,,,,,0
340,340,LAMAR ST @ SAN JACINTO ST,,29.755142,-95.363601,,,,,0
341,341,LAMAR ST @ FANNIN ST,,29.755666,-95.364464,,,,,0
342,342,LAMAR ST @ MAIN ST,,29.7562,-95.365349,,,,,0
343,343,LAMAR ST @ TRAVIS ST,,29.756732,-95.366226,,,,,0
344,344,LAMAR ST @ MILAM ST,,29.757239,-95.367068,,,,,0
346,346,LAMAR ST @ SMITH ST,,29.758285,-95.368807,,,,,0
347,347,SAN JACINTO ST @ PIERCE ST,,29.748131,-95.369255,,,,,0
348,348,COKE   @ FINNIGAN PARK PLACE CT,,29.767982,-95.32165,,,,,0
349,349,COKE@FINNIGAN PARK PLACE CT,,29.7679,-95.31903,,,,,0
350,350,CALLES ST @ ARAPAHOE ST,,29.770944,-95.31733,,,,,0
351,351,CALLES ST @ MARKET ST,,29.77242,-95.31736,,,,,0
352,352,MARKET ST @ LOCKWOOD DR,,29.772577,-95.315839,,,,,0
353,353,NAVIGATION BLVD @ JENSEN DR,NAVIGATION BLVD & RUNNELS ST,29.759176,-95.346504,,,,,0
354,354,CLINTON DR @ JENSEN DR,,29.76457,-95.34222,,,,,0
355,355,CLINTON DR @ MEADOW ST,,29.764631,-95.339531,,,,,0
356,356,CLINTON DR @ BAYOU ST,,29.76466,-95.33758,,,,,0
357,357,CLINTON DR @ GREGG ST,,29.76469,-95.33581,,,,,0
358,358,CLINTON DR @ BRINGHURST ST,,29.76472,-95.33383,,,,,0
359,359,CLINTON DR @ BRINGHURST ST,,29.76531,-95.33185,,,,,0
360,360,CLINTON DR @ BRINGHURST ST,,29.76535,-95.32985,,,,,0
361,361,CLINTON DR @ HIRSCH RD,,29.76535,-95.32775,,,,,0
362,362,CLINTON DR @ IDA,,29.76539,-95.32555,,,,,0
363,363,CLINTON DR @ SCHWEIKHARDT ST,,29.765413,-95.323333,,,,,0
364,364,CLINTON DR @ JAPHET ST,,29.76487,-95.32137,,,,,0
365,365,CLINTON DR @ JAPHET ST,,29.76437,-95.31838,,,,,0
366,366,CLINTON DR @ LOCKWOOD DR,,29.763655,-95.315888,,,,,0
367,367,CLINTON DR @ LOCKWOOD DR,,29.76284,-95.31323,,,,,0
368,368,CLINTON DR @ LOCKWOOD DR,,29.76223,-95.3111,,,,,0
369,369,CLINTON DR @ KRESS ST,,29.761534,-95.30867,,,,,0
370,370,CLINTON DR @ GAZIN,,29.76006,-95.3044,,,,,0
371,371,CLINTON DR @ LATHROP ST,,29.75857,-95.30163,,,,,0
372,372,CLINTON DR @ ARMOUR DR,,29.75809,-95.30072,,,,,0
373,373,CLINTON DR @ ARMOUR DR,,29.757426,-95.299476,,,,,0
374,374,CLINTON DR @ WAYSIDE DR,,29.756701,-95.295571,,,,,0
375,375,CLINTON DR @ SSGT MACARIO GARCIA DR,,29.75772,-95.299281,,,,,0
376,376,CLINTON DR @ LATHROP ST,,29.758649,-95.301078,,,,,0
377,377,CLINTON DR @ GAZIN,,29.76026,-95.30424,,,,,0
378,378,CLINTON DR @ KRESS ST,,29.761478,-95.307541,,,,,0
379,379,CLINTON DR @ KRESS ST,,29.76199,-95.30935,,,,,0
380,380,CLINTON DR @ KRESS ST,,29.7624,-95.31078,,,,,0
381,381,CLINTON DR @ KRESS ST,,29.76312,-95.31329,,,,,0
382,382,CLINTON DR @ LOCKWOOD DR,,29.763664,-95.315193,,,,,0
383,383,CLINTON DR @ LOCKWOOD DR,,29.76411,-95.31697,,,,,0
384,384,CLINTON DR @ LOCKWOOD DR,,29.76456,-95.31849,,,,,0
385,385,CLINTON DR @ JAPHET ST,,29.7649,-95.32103,,,,,0
386,386,CLINTON DR @ EMILE,,29.765552,-95.324084,,,,,0
387,387,CLINTON DR @ IDA,,29.76552,-95.32602,,,,,0
388,388,CLINTON DR @ JUDD ST,,29.76551,-95.32799,,,,,0
389,389,CLINTON DR @ JUDD ST,,29.76548,-95.33012,,,,,0
390,390,CLINTON DR @ JUDD ST,,29.76545,-95.33175,,,,,0
393,393,CLINTON DR @ BAYOU ST,,29.7648,-95.33717,,,,,0
396,396,NAVIGATION BLVD @ WAYSIDE DR,,29.745127,-95.302735,,,,,0
397,397,NAVIGATION BLVD @ CESAR CHAVEZ BLVD,,29.745816,-95.304628,,,,,0
398,398,NAVIGATION BLVD @ TERMINAL ST,,29.746683,-95.307198,,,,,0
399,399,NAVIGATION BLVD @ TERMINAL ST,,29.74734,-95.309281,,,,,0
400,400,NAVIGATION BLVD @ MC FARLAND ST,,29.747738,-95.310844,,,,,0
401,401,NAVIGATION BLVD @ MC FARLAND ST,,29.747965,-95.312889,,,,,0
402,402,NAVIGATION BLVD @ PORTWOOD ST,,29.747936,-95.316452,,,,,0
403,403,NAVIGATION BLVD @ BAYWOOD ST,,29.748461,-95.318115,,,,,0
404,404,NAVIGATION BLVD @ ENGEL,,29.749982,-95.320065,,,,,0
405,405,NAVIGATION BLVD @ BRYAN ST,,29.750596,-95.321923,,,,,0
406,406,NAVIGATION BLVD @ SIDNEY ST,,29.753235,-95.328987,,,,,0
407,407,NAVIGATION BLVD @ DRENNAN,,29.753538,-95.329971,,,,,0
408,408,NAVIGATION BLVD @ MILBY ST,,29.754196,-95.33223,,,,,0
409,409,NAVIGATION BLVD @ HUTCHESON ST,,29.754668,-95.333778,,,,,0
410,410,NAVIGATION BLVD @ YORK ST,,29.754948,-95.334572,,,,,0
411,411,NAVIGATION BLVD @ ENGELKE,,29.755416,-95.337188,,,,,0
412,412,NAVIGATION BLVD @ PALMER ST,,29.755439,-95.339218,,,,,0
413,413,NAVIGATION BLVD @ ENNIS ST,,29.755894,-95.339981,,,,,0
414,414,NAVIGATION BLVD @ DELANO,,29.75693,-95.341743,,,,,0
415,415,NAVIGATION BLVD @ LIVE OAK ST,,29.757844,-95.343292,,,,,0
416,416,NAVIGATION BLVD @ ST CHARLES ST,,29.758317,-95.344085,,,,,0
421,421,TIMMONS LN @ ALABAMA ST,,29.737466,-95.436661,,,,,0
422,422,TIMMONS LN @ ALABAMA ST,,29.73608,-95.4366,,,,,0
423,423,TIMMONS LN @ COLQUITT,,29.734016,-95.436531,,,,,0
424,424,TIMMONS LN @ COLQUITT,,29.733857,-95.436363,,,,,0
425,425,TIMMONS LN @ RICHMOND AVE,,29.73607,-95.43649,,,,,0
426,426,TIMMONS LN @ ALABAMA ST,,29.737298,-95.436539,,,,,0
428,428,BUFFALO SPEEDWAY   @ ALABAMA ST,,29.7359,-95.42995,,,,,0
429,429,BUFFALO SPEEDWAY   @ SOUTHWEST FREE,BUFFALO SPEEDWAY & SOUTHWEST FREEWAY,29.731958,-95.428475,,,,,0
430,430,POST OAK PARK DR @ BRIAR HOLLOW PL,,29.752444,-95.453949,,,,,0
431,431,POST OAK PARK DR @ POST OAK PL,,29.750069,-95.453942,,,,,0
432,432,POST OAK PARK DR @ POST OAK PKWY,,29.747831,-95.453881,,,,,0
433,433,NB POST OAK PARK DR @ POST OAK PKWY,,29.748434,-95.453804,,,,,0
434,434,POST OAK PARK DR @ POST OAK PLACE,POST OAK PARK DR & POST OAK PLACE DR,29.750643,-95.453809,,,,,0
435,435,POST OAK PARK DR @ BRIAR HOLLOW PL,,29.752606,-95.453827,,,,,0
444,444,SHEPHERD DR @ BRANARD ST,,29.73672,-95.41061,,,,,0
445,445,SHEPHERD DR @ ALABAMA ST,,29.73837,-95.410622,,,,,0
446,446,SHEPHERD DR @ HAROLD ST,,29.74035,-95.41064,,,,,0
447,447,SHEPHERD DR @ WESTHEIMER RD,,29.742133,-95.410654,,,,,0
448,448,SHEPHERD DR @ FAIRVIEW ST,,29.7446,-95.41058,,,,,0
449,449,SHEPHERD DR @ INDIANA ST,,29.746828,-95.410578,,,,,0
450,450,SHEPHERD DR @ VERMONT ST,,29.749006,-95.410612,,,,,0
451,451,SHEPHERD DR @ PELHAM DR,,29.751059,-95.410644,,,,,0
452,452,SHEPHERD DR @ GRAY ST,,29.752638,-95.410629,,,,,0
453,453,SHEPHERD DR @ BRENTWOOD DR,,29.754092,-95.410675,,,,,0
454,454,SHEPHERD DR @ MC DUFFIE ST,,29.755442,-95.409294,,,,,0
455,455,SHEPHERD DR @ DALLAS ST,,29.756645,-95.408317,,,,,0
456,456,SHEPHERD DR @ MEMORIAL DR,,29.76222,-95.40885,,,,,0
457,457,SHEPHERD DR @ DICKSON,,29.76426,-95.40923,,,,,0
458,458,SHEPHERD DR @ FEAGAN ST,,29.76601,-95.40933,,,,,0
459,459,SHEPHERD DR @ BLOSSOM ST,,29.76746,-95.40936,,,,,0
460,460,SHEPHERD DR @ ROSE ST,,29.76891,-95.40939,,,,,0
461,461,SHEPHERD DR @ WASHINGTON AVE,,29.770343,-95.409416,,,,,0
462,462,SHEPHERD DR @ CENTER ST,,29.77154,-95.40943,,,,,0
463,463,SHEPHERD DR @ ELI,,29.77328,-95.40947,,,,,0
464,464,SHEPHERD DR @ EIGEL,,29.77476,-95.4095,,,,,0
465,465,SHEPHERD DR @ NOLDA ST,,29.77618,-95.40952,,,,,0
466,466,WASHINGTON AVE @ PARKER ST,,29.770392,-95.408538,,,,,0
467,467,WASHINGTON AVE @ PATTERSON ST,,29.77044,-95.40626,,,,,0
468,468,WASHINGTON AVE @ THOMPSON ST,,29.770242,-95.404273,,,,,0
469,469,WASHINGTON AVE @ JACKSON HILL ST,,29.76993,-95.40141,,,,,0
470,470,WASHINGTON AVE @ HEIGHTS BLVD,,29.769362,-95.396441,,,,,0
471,471,WASHINGTON AVE @ WAGNER ST,,29.76918,-95.39469,,,,,0
